registration_id,application_id,air,raw_marks
MA205213-M1,M106U10,9,61.33
MA610172-M1,M101G54,10,60.33
MA803188-M1,M106D28,11,59.33
MA319101-M0,M106D55,12,57.33
MA327254-M1,M111K81,13,57
MA611135-M1,M105D56,14,55.33
MA205190-M1,M102X87,15,55
MA808089-M1,M106D31,16,55
MA327459-M1,M116U94,16,55
MA320041-M0,M109E24,18,55
MA701062-M1,M103J32,19,54.67
MA802121-M1,M101V31,20,54.33
MA324342-M0,M102G74,21,53.33
MA327102-M1,M108E38,22,53.33
MA612164-M1,M110B87,23,53
MA325006-M0,M107R71,24,53
MA611133-M1,M105D49,25,53
MA319020-M0,M102C84,25,53
MA324349-M0,M103B82,27,53
MA612099-M1,M108Y54,28,52.67
MA326029-M1,M102W56,29,52.67
MA402017-M1,M118U85,29,52.67
MA328097-M1,M119J81,31,52.33
MA607002-M1,M101N39,32,52.33
MA303250-M0,M103P63,33,52.33
MA604122-M1,M116Q65,34,52
MA326001-M1,M102N87,35,51.67
MA802120-M1,M101V27,36,51.67
MA611288-M1,M107K58,37,51.33
MA327057-M1,M107G79,38,51
MA613008-M1,M115R84,39,50.67
MA513264-M1,M101W70,40,50.67
MA503119-M1,M110S75,41,50.33
MA102178-M1,M103K33,41,50.33
MA603358-M1,M110Z33,43,49.67
MA324379-M0,M106Y61,44,49.67
MA701179-M0,M120S94,45,49.67
MA807073-M1,M102N48,46,49.33
MA504011-M1,M112X13,47,49.33
MA514007-M1,M104C82,48,49
MA613052-M1,M113P90,49,48.67
MA515119-M1,M120V92,50,48.67
MA302148-M1,M110X30,51,48.67
MA610082-M0,M107M55,52,48.67
MA313128-M1,M102X26,53,48.33
MA514156-M1,M110U91,53,48.33
MA612071-M1,M108R33,55,48
MA509289-M1,M105N49,55,48
MA309222-M1,M101D81,55,48
MA612138-M1,M109R18,58,48
MA323120-M1,M107T19,59,47.67
MA326033-M1,M102Y62,60,47.67
MA611073-M1,M104K40,61,47.33
MA324348-M0,M103A51,62,47.33
MA607176-M1,M104P98,62,47.33
MA617112-M1,M106G96,64,47.33
MA327031-M1,M106W68,65,47
MA201112-M0,M102M24,66,47
MA307154-M1,M107E16,66,47
MA616129-M0,M101T64,68,47
MA611287-M1,M107K56,69,47
MA325171-M1,M101R87,70,46.67
MA606107-M0,M112X97,71,46.33
MA325063-M0,M116E78,71,46.33
MA324378-M0,M106Y24,73,46.33
MA308028-M1,M102R63,73,46.33
MA322040-M1,M102T33,75,46.33
MA304243-M1,M104R41,76,46.33
MA313145-M1,M104H16,77,46
MA513274-M1,M102D31,78,46
MA514044-M1,M106K13,79,46
MA502027-M1,M102M12,80,45.67
MA305282-M1,M115A20,80,45.67
MA307177-M1,M117R70,80,45.67
MA614019-M1,M117M64,80,45.67
MA327086-M1,M107W61,84,45.67
MA204096-M1,M102D22,85,45.67
MA314207-M1,M109N97,86,45.33
MA413023-M1,M111V63,87,45.33
MA309089-M1,M108H16,88,45
MA509298-M1,M106T76,89,45
MA325161-M1,M101P31,90,45
MA304193-M1,M103P53,91,45
MA611228-M1,M106Q91,92,44.67
MA304180-M1,M103F43,92,44.67
MA403218-M1,M109D87,92,44.67
MA322134-M1,M105A29,95,44.67
MA326149-M1,M105B35,96,44.33
MA611140-M1,M105D73,96,44.33
MA322063-M1,M103C14,96,44.33
MA323187-M1,M109A29,99,44.33
MA611098-M1,M104T57,100,44.33
MA501054-M1,M110U71,101,44
MA807088-M1,M106N88,101,44
MA323064-M1,M106R96,101,44
MA303148-M1,M119W22,104,43.67
MA612268-M1,M112F85,105,43.33
MA327348-M1,M113Q41,106,43.33
MA321088-M1,M101N17,107,43
MA101164-M1,M106D67,108,43
MA705136-M1,M103Q27,109,43
MA323279-M1,M110X31,110,42.67
MA304265-M1,M105J48,111,42.67
MA701250-M1,M113N12,112,42.33
MA605213-M1,M105N56,112,42.33
MA701237-M1,M110U50,114,42.33
MA509396-M1,M114T98,115,42.33
MA204015-M0,M107G81,115,42.33
MA308150-M1,M107H52,115,42.33
MA803176-M1,M104A87,115,42.33
MA327153-M1,M109G47,119,42
MA319040-M0,M102Z63,120,41.67
MA612069-M1,M108R28,121,41.67
MA324318-M0,M101A52,121,41.67
MA603280-M1,M107A30,121,41.67
MA322121-M1,M104Q52,121,41.67
MA325209-M1,M102D57,121,41.67
MA612068-M1,M108R24,126,41.67
MA315044-M1,M113Z70,126,41.67
MA314247-M1,M111F58,128,41.67
MA324360-M0,M104V75,129,41.33
MA509097-M1,M106M47,129,41.33
MA513058-M1,M108H31,129,41.33
MA612072-M1,M108R35,132,41.33
MA326048-M1,M103G77,133,41.33
MA616131-M0,M102M42,133,41.33
MA314210-M1,M109Q73,133,41.33
MA315185-M1,M117Y46,136,41.33
MA809047-M1,M104S11,136,41.33
MA306112-M1,M119V52,136,41.33
MA610146-M1,M101A34,139,41.33
MA509319-M1,M108W70,140,41
MA327105-M1,M108G26,141,41
MA322027-M1,M102N51,142,41
MA212130-M1,M118C33,142,41
MA302103-M1,M109B81,144,40.67
MA313040-M0,M111K18,145,40.67
MA327288-M1,M112C45,146,40.67
MA323046-M1,M106H33,147,40.67
MA325012-M0,M108F90,147,40.67
MA304152-M1,M102S90,149,40.67
MA102160-M1,M101B66,150,40.33
MA701224-M1,M106S90,151,40.33
MA509140-M1,M110G85,151,40.33
MA326090-M1,M103Z40,153,40.33
MA513292-M1,M103D24,154,40.33
MA503082-M1,M107G68,154,40.33
MA607094-M1,M103B91,156,40
MA611056-M1,M104D36,157,40
MA611284-M1,M107J91,157,40
MA308145-M1,M105D57,159,40
MA311130-M1,M105E10,159,40
MA509060-M1,M101P71,161,40
MA326111-M1,M104H15,162,40
MA303238-M0,M102Q76,163,39.67
MA309158-M1,M117E60,163,39.67
MA611128-M1,M105C76,165,39.67
MA310003-M0,M102E17,165,39.67
MA611248-M1,M106V45,167,39.67
MA325128-M1,M101C96,167,39.67
MA314260-M1,M111X25,167,39.67
MA327394-M1,M114W95,170,39.67
MA302070-M1,M108K14,171,39.33
MA605221-M1,M106V25,171,39.33
MA612084-M1,M108U62,173,39.33
MA327210-M1,M110P28,174,39
MA611244-M1,M106U27,175,39
MA603139-M0,M110Z23,175,39
MA327241-M1,M111F47,175,39
MA509269-M1,M102R13,178,39
MA313117-M1,M101W74,179,39
MA323030-M1,M106B32,180,39
MA305264-M1,M113Z56,181,38.67
MA325017-M0,M109F36,181,38.67
MA605206-M1,M104W32,183,38.67
MA514159-M1,M111D22,183,38.67
MA509404-M1,M115U20,185,38.67
MA303280-M0,M107W17,185,38.67
MA304304-M1,M106B71,185,38.67
MA701236-M1,M110S72,188,38.67
MA313199-M1,M108Q16,188,38.67
MA303006-M1,M115T47,190,38.33
MA321076-M1,M101B67,190,38.33
MA314109-M1,M104Y91,190,38.33
MA605192-M1,M104E57,190,38.33
MA324380-M0,M106Y77,194,38.33
MA326204-M1,M106B63,194,38.33
MA325168-M1,M101R32,196,38.33
MA514178-M1,M112C66,196,38.33
MA612245-M1,M111V29,198,38
MA324369-M0,M106D78,198,38
MA612252-M1,M111Y91,200,38
MA605179-M1,M103J22,200,38
MA612070-M1,M108R30,202,37.67
MA511097-M1,M109Z11,202,37.67
MA610180-M1,M101K96,202,37.67
MA605065-M1,M112H50,202,37.67
MA605190-M1,M104D54,202,37.67
MA608110-M1,M108T11,207,37.67
MA805073-M1,M107D13,207,37.67
MA509317-M1,M108N36,209,37.67
MA325183-M1,M101W27,209,37.67
MA324327-M0,M101F44,211,37.33
MA304242-M1,M104Q99,211,37.33
MA301101-M0,M108K36,213,37.33
MA301378-M1,M103F38,213,37.33
MA201154-M1,M112J26,213,37.33
MA320016-M0,M108B73,216,37.33
MA506050-M1,M106Q25,217,37.33
MA707064-M1,M110Y92,217,37.33
MA320108-M0,M112R83,219,37.33
MA607162-M1,M104D21,220,37.33
MA326148-M1,M104Z85,221,37
MA511021-M1,M102B24,222,37
MA410023-M1,M102K25,222,37
MA616264-M1,M120W36,222,37
MA325167-M1,M101R31,222,37
MA807147-M1,M123B56,226,37
MA314099-M1,M103U10,226,37
MA305009-M1,M106H13,228,37
MA319110-M0,M106K80,229,36.67
MA320042-M0,M109F65,229,36.67
MA211290-M1,M105B13,231,36.67
MA305257-M1,M113U15,232,36.67
MA603122-M0,M106K59,232,36.67
MA307060-M1,M108K13,232,36.67
MA319036-M0,M102S38,232,36.67
MA314223-M1,M109Y71,232,36.67
MA503112-M1,M109X44,237,36.67
MA509061-M1,M102F77,238,36.67
MA322015-M1,M102H91,239,36.33
MA327119-M1,M108M26,239,36.33
MA304056-M0,M112A25,241,36.33
MA304257-M1,M105A93,241,36.33
MA612065-M1,M108Q99,243,36.33
MA316095-M1,M122G13,244,36.33
MA514155-M1,M110U74,244,36.33
MA507016-M0,M102G32,246,36.33
MA613038-M1,M113E16,247,36
MA611285-M1,M107K33,248,36
MA303248-M0,M103G11,248,36
MA323243-M1,M110C43,248,36
MA301102-M0,M108K37,251,36
MA323191-M1,M109E19,251,36
MA203230-M1,M102R90,253,36
MA203340-M1,M117A15,253,36
MA327278-M1,M111Y49,255,36
MA612063-M1,M108Q93,256,36
MA324376-M0,M106T10,257,36
MA327137-M1,M108V16,258,35.67
MA611213-M1,M106J60,259,35.67
MA309102-M1,M110Q61,259,35.67
MA410032-M1,M102V68,259,35.67
MA320090-M0,M111H43,259,35.67
MA323075-M1,M106W33,263,35.67
MA314183-M1,M108M99,263,35.67
MA509072-M1,M103T63,265,35.67
MA802005-M0,M103K20,265,35.67
MA610085-M0,M108H85,267,35.67
MA411112-M0,M117E47,268,35.33
MA323054-M1,M106K82,268,35.33
MA319031-M0,M102N50,268,35.33
MA604208-M1,M121K48,271,35.33
MA512029-M0,M106M99,271,35.33
MA305023-M1,M106Q75,271,35.33
MA307073-M1,M110G70,271,35.33
MA305171-M1,M111D97,275,35.33
MA322064-M1,M103C30,275,35.33
MA319108-M0,M106K15,275,35.33
MA805027-M1,M104P95,275,35.33
MA809208-M1,M108E14,279,35.33
MA613140-M1,M115P88,279,35.33
MA809012-M0,M105T55,281,35.33
MA403136-M1,M101Y44,281,35.33
MA303275-M0,M106W60,283,35
MA803198-M1,M108W47,284,35
MA308166-M1,M111E51,285,35
MA514111-M1,M109C74,285,35
MA321098-M1,M101W95,287,35
MA612064-M1,M108Q95,288,35
MA511230-M1,M117W71,288,35
MA802006-M0,M103Q31,288,35
MA511143-M1,M113A59,291,35
MA314168-M1,M107S20,291,35
MA513166-M1,M118F72,293,35
MA616181-M1,M104N90,294,35
MA326172-M1,M105P40,295,34.67
MA304161-M1,M102Y25,295,34.67
MA603329-M1,M109M27,295,34.67
MA322049-M1,M102X90,295,34.67
MA802096-M1,M118Q87,295,34.67
MA327430-M1,M115U83,295,34.67
MA513283-M1,M102S96,301,34.67
MA309054-M1,M102Z65,301,34.67
MA304262-M1,M105G47,303,34.67
MA326113-M1,M104H51,304,34.67
MA313226-M1,M109S15,304,34.67
MA302048-M1,M107T64,304,34.67
MA509290-M1,M105N65,307,34.33
MA509345-M1,M111C44,308,34.33
MA509291-M1,M105R71,308,34.33
MA302222-M1,M112X63,308,34.33
MA803192-M1,M107F84,308,34.33
MA327064-M1,M107H76,308,34.33
MA327426-M1,M115U32,308,34.33
MA514010-M1,M104K36,308,34.33
MA304246-M1,M104S13,315,34.33
MA201120-M1,M101C21,316,34.33
MA610267-M1,M102P62,316,34.33
MA514154-M1,M110U56,316,34.33
MA305004-M1,M106E46,319,34.33
MA509359-M1,M111V68,320,34.33
MA324003-M1,M113T35,321,34
MA809190-M1,M105W78,321,34
MA509339-M1,M110S56,323,34
MA610269-M1,M102Q65,323,34
MA610266-M1,M102P44,323,34
MA515111-M1,M120D24,326,34
MA301337-M1,M102B39,327,34
MA323332-M1,M112J84,327,34
MA405083-M1,M102G29,327,34
MA313152-M1,M105Q85,330,34
MA606028-M0,M104K20,330,34
MA509094-M1,M106F83,332,34
MA304288-M1,M105U65,333,33.67
MA205206-M1,M105C91,333,33.67
MA805067-M1,M105D41,333,33.67
MA805068-M1,M105D88,333,33.67
MA324025-M1,M114M12,337,33.67
MA326194-M1,M105Y11,337,33.67
MA304160-M1,M102Y20,337,33.67
MA304106-M1,M101S36,337,33.67
MA327132-M1,M108S55,337,33.67
MA412019-M1,M102Y66,342,33.67
MA302109-M1,M109G58,343,33.67
MA301364-M1,M102V31,344,33.67
MA318053-M1,M101V79,344,33.67
MA326105-M1,M104F31,346,33.67
MA328135-M1,M120P73,346,33.67
MA608040-M1,M106V97,348,33.33
MA510084-M1,M107Z25,348,33.33
MA501034-M1,M106W69,350,33.33
MA305041-M1,M107D31,350,33.33
MA403211-M1,M107Z47,350,33.33
MA514053-M1,M106X50,350,33.33
MA305276-M1,M114X37,354,33.33
MA325179-M1,M101T91,354,33.33
MA612142-M1,M109R67,356,33.33
MA504033-M1,M113V55,356,33.33
MA326174-M1,M105P52,358,33.33
MA411129-M1,M102N91,358,33.33
MA303276-M0,M106Z60,360,33.33
MA314206-M1,M109G68,361,33.33
MA514017-M1,M105A87,362,33
MA701257-M1,M115B75,363,33
MA326009-M1,M102Q95,363,33
MA303232-M0,M102E63,363,33
MA809016-M0,M108E73,363,33
MA806105-M1,M107P47,363,33
MA511236-M1,M117Z27,368,33
MA314201-M1,M109B47,368,33
MA313044-M0,M112N86,370,33
MA304113-M1,M101W68,370,33
MA204021-M0,M110D94,370,33
MA209022-M1,M104V76,370,33
MA616237-M1,M115C41,370,33
MA514074-M1,M107U96,370,33
MA604100-M1,M115R24,376,33
MA103183-M1,M119N71,376,33
MA605273-M1,M111E69,376,33
MA611136-M1,M105D60,379,32.67
MA513017-M1,M104F60,380,32.67
MA801191-M1,M110M43,380,32.67
MA308044-M1,M108T63,380,32.67
MA327275-M1,M111W86,380,32.67
MA327417-M1,M115N28,380,32.67
MA323039-M1,M106E12,385,32.67
MA603342-M1,M110D12,385,32.67
MA319115-M0,M106R39,385,32.67
MA614038-M1,M119C14,385,32.67
MA509357-M1,M111U92,389,32.67
MA302125-M1,M109W74,389,32.67
MA323182-M1,M108Y85,389,32.67
MA323061-M1,M106Q72,389,32.67
MA322086-M1,M103P55,393,32.67
MA322115-M1,M104M27,393,32.67
MA321087-M1,M101K58,393,32.67
MA509266-M1,M102C35,396,32.67
MA809007-M0,M104D67,397,32.33
MA412071-M1,M116S54,398,32.33
MA315106-M1,M116A18,398,32.33
MA327439-M1,M116A17,398,32.33
MA314165-M1,M107P36,398,32.33
MA326126-M1,M104T58,402,32.33
MA313184-M1,M107X19,402,32.33
MA307155-M1,M107H32,402,32.33
MA613013-M1,M112V38,402,32.33
MA321090-M1,M101N92,402,32.33
MA319026-M0,M102G84,407,32.33
MA807095-M1,M109F41,408,32
MA509401-M1,M115D98,408,32
MA324121-M1,M117H47,410,32
MA313257-M1,M111T23,410,32
MA212041-M1,M110W39,410,32
MA328111-M1,M119W48,410,32
MA314257-M1,M111U85,410,32
MA324367-M0,M105Z81,415,32
MA326104-M1,M104E36,415,32
MA509080-M1,M104J78,415,32
MA319039-M0,M102Z55,415,32
MA314097-M1,M103F80,415,32
MA411036-M1,M101T74,420,32
MA401061-M1,M104F20,420,32
MA806100-M1,M106D74,420,32
MA326190-M1,M105W39,423,32
MA613141-M1,M115P92,423,32
MA301149-M0,M112B52,425,32
MA323110-M1,M107N93,426,31.67
MA611055-M1,M104D15,427,31.67
MA411181-M1,M109M40,427,31.67
MA509352-M1,M111G92,427,31.67
MA403018-M1,M104S87,427,31.67
MA610177-M1,M101K21,427,31.67
MA319002-M0,M101A65,427,31.67
MA319035-M0,M102R67,427,31.67
MA325023-M0,M109W47,434,31.67
MA314129-M1,M106E70,434,31.67
MA324145-M1,M118G21,436,31.67
MA514048-M1,M106K91,437,31.67
MA701198-M1,M102S46,438,31.33
MA307065-M1,M109P96,438,31.33
MA605189-M1,M104D50,438,31.33
MA605279-M1,M112H91,438,31.33
MA514091-M1,M108J76,438,31.33
MA324070-M1,M115W41,443,31.33
MA603193-M1,M101Z81,443,31.33
MA503115-M1,M110G11,443,31.33
MA514177-M1,M112C62,443,31.33
MA207111-M1,M103Q40,447,31.33
MA809148-M0,M103D44,447,31.33
MA325016-M0,M108W31,447,31.33
MA514167-M1,M111H55,447,31.33
MA301399-M1,M103V83,451,31.33
MA308197-M1,M119Y70,452,31
MA611107-M1,M104Y68,453,31
MA509275-M1,M103D33,453,31
MA511235-M1,M117Y95,455,31
MA411245-M1,M117C52,455,31
MA509247-M0,M116F42,455,31
MA305241-M1,M113C63,455,31
MA323180-M1,M108Y50,455,31
MA114116-M0,M102H18,455,31
MA513267-M1,M101Y43,461,31
MA413111-M1,M118K33,461,31
MA616145-M0,M112H77,461,31
MA327399-M1,M114X59,461,31
MA323153-M1,M108J64,465,31
MA803177-M1,M104C25,465,31
MA304157-M1,M102X98,467,31
MA301421-M1,M104H21,468,30.67
MA304217-M1,M104A63,468,30.67
MA610197-M1,M101Q92,468,30.67
MA614153-M1,M122M64,468,30.67
MA315067-M1,M114V30,472,30.67
MA323102-M1,M107J25,472,30.67
MA605198-M1,M104Q18,472,30.67
MA301456-M1,M105Q23,475,30.67
MA308053-M1,M110C19,475,30.67
MA322024-M1,M102M86,475,30.67
MA606114-M0,M114D45,475,30.67
MA324162-M1,M118S31,479,30.67
MA326019-M1,M102U22,479,30.67
MA323068-M1,M106S49,479,30.67
MA410171-M1,M113Z66,479,30.67
MA325130-M1,M101D43,479,30.67
MA807006-M1,M117P86,484,30.67
MA511175-M1,M114S87,485,30.33
MA509292-M1,M105V35,485,30.33
MA322089-M1,M103T36,485,30.33
MA322045-M1,M102W50,485,30.33
MA605036-M1,M106V81,485,30.33
MA611150-M1,M105J23,490,30.33
MA509012-M0,M103Y32,490,30.33
MA809176-M1,M103U51,490,30.33
MA616242-M1,M115Y49,490,30.33
MA403139-M1,M102M77,490,30.33
MA605204-M1,M104V70,490,30.33
MA515128-M1,M121G46,490,30.33
MA509062-M1,M102G30,497,30.33
MA509264-M1,M101X84,497,30.33
MA607003-M1,M101P54,497,30.33
MA303234-M0,M102F22,497,30.33
MA402014-M1,M116S51,497,30.33
MA616179-M1,M104J18,497,30.33
MA514088-M1,M108H64,497,30.33
MA303252-M0,M103S28,504,30.33
MA508111-M1,M103U92,504,30.33
MA809048-M1,M104T13,506,30.33
MA325107-M0,M102Y34,506,30.33
MA327062-M1,M107H59,508,30.33
MA611030-M1,M103X11,509,30.33
MA806121-M1,M108Z33,510,30
MA410079-M1,M105U14,511,30
MA322102-M1,M103Y95,511,30
MA211256-M1,M101X99,511,30
MA802046-M1,M106R87,511,30
MA509041-M0,M115N65,515,30
MA313139-M1,M104D38,515,30
MA203361-M1,M119Y68,515,30
MA326110-M1,M104G69,518,30
MA315210-M1,M118W45,518,30
MA509172-M1,M114J30,518,30
MA809046-M1,M104R89,518,30
MA809177-M1,M104E18,518,30
MA322061-M1,M103B86,518,30
MA314241-M1,M110Y64,518,30
MA514095-M1,M108Q37,518,30
MA301373-M1,M103B21,526,30
MA305261-M1,M113W26,526,30
MA212001-M1,M108K44,526,30
MA314150-M1,M106V23,526,30
MA509303-M1,M107H97,530,30
MA612233-M1,M111Q11,531,30
MA509323-M1,M109D58,531,30
MA513263-M1,M101W49,531,30
MA509163-M1,M112S23,534,29.67
MA612066-M1,M108R12,535,29.67
MA412135-M1,M103D65,535,29.67
MA801145-M1,M101D15,535,29.67
MA211039-M1,M111Z23,535,29.67
MA328122-M1,M120F81,535,29.67
MA327442-M1,M116B90,535,29.67
MA307152-M1,M106Z23,541,29.67
MA322069-M1,M103G31,541,29.67
MA802112-M0,M104J65,541,29.67
MA327075-M1,M107N83,541,29.67
MA614051-M1,M119X10,541,29.67
MA612085-M1,M108U74,546,29.67
MA613042-M1,M117R88,546,29.67
MA610130-M0,M118D93,546,29.67
MA314162-M1,M107K79,546,29.67
MA326185-M1,M105R28,550,29.67
MA308135-M1,M101M58,551,29.67
MA322079-M1,M103M53,552,29.67
MA309030-M0,M115C16,553,29.67
MA509363-M1,M112E16,554,29.33
MA305245-M1,M113F54,554,29.33
MA316082-M1,M123A28,554,29.33
MA806106-M1,M107P58,557,29.33
MA403129-M1,M101P73,557,29.33
MA610238-M1,M102C44,557,29.33
MA325162-M1,M101P39,557,29.33
MA605270-M1,M110Y55,557,29.33
MA603067-M1,M120W75,562,29.33
MA603177-M1,M101F89,562,29.33
MA327074-M1,M107N50,562,29.33
MA327362-M1,M113Z47,562,29.33
MA320018-M0,M108H13,562,29.33
MA314133-M1,M106F65,562,29.33
MA611277-M1,M107G88,568,29.33
MA323004-M1,M105G21,568,29.33
MA327255-M1,M111K82,568,29.33
MA604042-M1,M113W84,571,29
MA308154-M1,M110E26,571,29
MA501117-M0,M102Z83,573,29
MA509403-M1,M115P39,573,29
MA301320-M1,M101M25,573,29
MA304087-M1,M101B88,573,29
MA309071-M1,M106E38,573,29
MA410082-M1,M106A57,573,29
MA327243-M1,M111G27,573,29
MA605068-M1,M112Z67,573,29
MA611137-M1,M105D65,581,29
MA505005-M1,M101S86,581,29
MA313153-M1,M105S24,581,29
MA313006-M0,M101K14,581,29
MA213068-M1,M110Y29,581,29
MA410047-M1,M103V59,581,29
MA325015-M0,M108R61,581,29
MA513020-M1,M104J21,588,29
MA607172-M1,M104M40,588,29
MA609191-M1,M118H78,588,29
MA410161-M1,M113D21,588,29
MA319063-M0,M104C93,588,29
MA614043-M1,M119K89,588,29
MA809232-M1,M112Y80,594,29
MA104092-M0,M120Z21,595,29
MA613056-M1,M113R48,595,29
MA309176-M1,M119E85,597,28.67
MA603331-M1,M109M46,597,28.67
MA307064-M1,M109J31,597,28.67
MA318014-M1,M104G91,597,28.67
MA314189-M1,M108T69,597,28.67
MA302134-M1,M110C52,602,28.67
MA323086-M1,M107A47,602,28.67
MA508091-M0,M110X14,602,28.67
MA603264-M1,M106M49,602,28.67
MA322119-M1,M104Q36,602,28.67
MA610167-M1,M101E35,602,28.67
MA607085-M1,M102Z69,608,28.67
MA307132-M0,M103T40,608,28.67
MA212105-M1,M116X75,608,28.67
MA511054-M1,M106A54,611,28.67
MA403185-M1,M105E54,611,28.67
MA320159-M0,M116H15,611,28.67
MA319080-M1,M120A22,614,28.67
MA326074-M1,M103V47,615,28.33
MA304275-M1,M105N69,615,28.33
MA809002-M0,M101R99,615,28.33
MA409004-M0,M106R27,615,28.33
MA319085-M0,M105M51,619,28.33
MA324353-M0,M103G30,620,28.33
MA207120-M1,M105G29,620,28.33
MA613015-M1,M112V85,620,28.33
MA610271-M1,M102Q89,620,28.33
MA319058-M0,M103W89,620,28.33
MA314203-M1,M109F57,620,28.33
MA605228-M1,M107N28,620,28.33
MA514047-M1,M106K78,620,28.33
MA509309-M1,M108C32,628,28.33
MA304287-M1,M105T75,628,28.33
MA409100-M1,M120T24,628,28.33
MA319004-M1,M114H99,628,28.33
MA805060-M0,M116K28,628,28.33
MA509074-M1,M103U47,633,28.33
MA305108-M1,M109E20,634,28.33
MA605184-M1,M103R96,635,28.33
MA314245-M1,M111E96,636,28.33
MA509087-M1,M105P67,637,28
MA503046-M1,M102H15,637,28
MA509355-M1,M111U41,639,28
MA322067-M1,M103E93,639,28
MA610174-M1,M101H55,639,28
MA514174-M1,M111Z39,639,28
MA501139-M1,M103P34,643,28
MA612052-M1,M108J71,643,28
MA509115-M1,M108B27,643,28
MA310069-M1,M105W10,643,28
MA307115-M1,M119J55,643,28
MA605251-M1,M108T39,643,28
MA610328-M1,M103H56,649,28
MA612165-M1,M110C61,650,28
MA315064-M1,M114U54,650,28
MA607008-M1,M101S84,652,28
MA205242-M1,M111A81,652,28
MA511115-M1,M111K50,654,28
MA323300-M1,M111J67,655,28
MA509390-M1,M114J75,656,27.67
MA801171-M1,M106U14,656,27.67
MA211259-M1,M102B86,656,27.67
MA612173-M1,M110G26,659,27.67
MA324321-M0,M101D29,659,27.67
MA301436-M1,M104T10,659,27.67
MA308052-M1,M110C13,659,27.67
MA322101-M1,M103Y84,659,27.67
MA205136-M0,M108V11,659,27.67
MA325146-M1,M101J71,665,27.67
MA325014-M0,M108M15,665,27.67
MA509096-M1,M106H52,667,27.67
MA509133-M1,M109S63,667,27.67
MA313005-M0,M101A16,667,27.67
MA303295-M0,M110M42,667,27.67
MA304227-M1,M104F40,667,27.67
MA613070-M1,M113Y36,667,27.67
MA314251-M1,M111H19,667,27.67
MA323303-M1,M111K14,674,27.67
MA203223-M1,M101R22,674,27.67
MA503063-M1,M104R82,674,27.67
MA511051-M1,M105T15,677,27.67
MA305249-M1,M113M83,677,27.67
MA310016-M0,M111P60,677,27.67
MA314174-M1,M108A53,677,27.67
MA604174-M1,M119S64,681,27.33
MA611161-M1,M105Q52,681,27.33
MA315156-M1,M117E56,681,27.33
MA323257-M1,M110J33,681,27.33
MA515038-M1,M116F50,681,27.33
MA807004-M1,M117J45,686,27.33
MA309249-M1,M111R17,686,27.33
MA326072-M1,M103V39,688,27.33
MA323265-M1,M110M90,688,27.33
MA308149-M1,M106N66,688,27.33
MA611033-M1,M103X37,691,27.33
MA606074-M0,M108W33,691,27.33
MA610250-M1,M102G28,691,27.33
MA315040-M1,M113Y21,694,27.33
MA607169-M1,M104G61,694,27.33
MA410027-M1,M102N65,694,27.33
MA808104-M1,M115D89,697,27
MA305196-M1,M111U56,697,27
MA327258-M1,M111M79,697,27
MA515019-M1,M115H51,697,27
MA324170-M1,M118V11,701,27
MA313076-M0,M117T11,701,27
MA308134-M1,M101K81,701,27
MA806088-M1,M103P83,701,27
MA327036-M1,M106X80,701,27
MA509321-M1,M108X94,706,27
MA305043-M1,M107E71,706,27
MA210099-M1,M103A92,706,27
MA307143-M1,M103G27,706,27
MA103111-M1,M111B46,706,27
MA605134-M1,M101B16,706,27
MA611019-M1,M103T64,712,27
MA315026-M1,M113J84,712,27
MA616053-M1,M106S87,712,27
MA515082-M1,M118F41,712,27
MA612155-M1,M109Z28,716,27
MA605093-M1,M116B82,716,27
MA309010-M0,M107S53,718,27
MA805086-M1,M121R18,718,27
MA311173-M1,M112J31,720,27
MA314128-M1,M106E68,721,26.67
MA511020-M1,M101V85,722,26.67
MA413010-M1,M110Q36,722,26.67
MA302257-M1,M113V20,722,26.67
MA803035-M1,M101F82,722,26.67
MA319005-M1,M114J77,722,26.67
MA301322-M1,M101P40,727,26.67
MA610048-M0,M102A91,727,26.67
MA514019-M1,M105C93,727,26.67
MA411263-M1,M119P82,730,26.67
MA323073-M1,M106V36,730,26.67
MA321105-M1,M101Y99,730,26.67
MA316073-M1,M122Q74,733,26.67
MA403217-M1,M109C84,733,26.67
MA325226-M1,M102M31,733,26.67
MA605203-M1,M104V39,733,26.67
MA326106-M1,M104G26,737,26.67
MA509300-M1,M107E34,737,26.67
MA705164-M1,M120X27,739,26.67
MA607001-M1,M101N20,739,26.67
MA103076-M1,M106G22,741,26.67
MA509344-M1,M110Z12,742,26.33
MA301440-M1,M104V14,742,26.33
MA503058-M1,M103Y74,742,26.33
MA327089-M1,M107Z82,742,26.33
MA320107-M0,M112Q54,742,26.33
MA509245-M0,M114P48,747,26.33
MA513271-M1,M102A47,747,26.33
MA304153-M1,M102T42,747,26.33
MA323139-M1,M108B99,747,26.33
MA610150-M1,M101A94,747,26.33
MA805037-M1,M114X52,747,26.33
MA605205-M1,M104V94,747,26.33
MA411180-M1,M109E34,754,26.33
MA608022-M1,M106E18,754,26.33
MA809199-M1,M107A18,754,26.33
MA403150-M1,M103U59,754,26.33
MA610325-M1,M103G93,754,26.33
MA401113-M1,M120S85,759,26.33
MA304208-M1,M103V63,759,26.33
MA203292-M1,M111B49,759,26.33
MA613175-M1,M112Z73,759,26.33
MA515136-M1,M121Q74,759,26.33
MA301035-M0,M102Y65,764,26.33
