registration_id,application_id,air,raw_marks
BL211151-M1,M120Q65,577,31
BL606092-M0,M111J35,577,31
BL320137-M0,M114C25,577,31
BL605280-M1,M112K71,584,31
BL211207-M0,M108M33,585,31
BL105007-M0,M114A93,586,31
BL510270-M0,M109B21,587,30.67
BL616006-M0,M104E53,588,30.67
BL805005-M0,M108A39,588,30.67
BL201117-M0,M112S54,590,30.67
BL101054-M0,M113S45,591,30.67
BL324126-M1,M117M99,592,30.67
BL705012-M0,M112M55,592,30.67
BL104051-M1,M115C28,592,30.67
BL606141-M0,M121F33,592,30.67
BL320026-M0,M108S72,592,30.67
BL105008-M0,M117W52,592,30.67
BL101064-M0,M116T15,598,30.67
BL806062-M0,M118P83,598,30.67
BL301054-M0,M104F35,600,30.67
BL319010-M0,M101Q81,600,30.67
BL308110-M1,M121P64,602,30.67
BL610032-M1,M122J60,603,30.33
BL607072-M1,M102W11,604,30.33
BL616126-M1,M121W12,604,30.33
BL324371-M0,M106J35,606,30.33
BL324354-M0,M103N90,607,30.33
BL601010-M0,M102Z70,607,30.33
BL702055-M0,M103Q83,607,30.33
BL606088-M0,M110Z65,607,30.33
BL327262-M1,M111Q95,607,30.33
BL324044-M1,M114Y96,612,30.33
BL326052-M1,M103H60,612,30.33
BL607079-M1,M102W26,612,30.33
BL102176-M1,M103G82,612,30.33
BL606142-M0,M121T53,612,30.33
BL319017-M0,M101X37,612,30.33
BL616017-M0,M111D69,618,30.33
BL301269-M0,M120Q46,619,30.33
BL301342-M1,M102C83,619,30.33
BL319055-M0,M103R11,621,30.33
BL701022-M0,M115V72,622,30
BL101042-M0,M111F82,622,30
BL301151-M0,M112C76,624,30
BL805046-M1,M120N53,625,30
BL508051-M1,M111N17,626,30
BL601044-M0,M110D82,626,30
BL105105-M0,M122B33,626,30
BL325019-M0,M109H32,626,30
BL301288-M0,M122B20,630,30
BL204037-M0,M114A25,630,30
BL601103-M0,M119F66,630,30
BL319016-M0,M101W96,630,30
BL101005-M0,M101Z37,634,30
BL504116-M1,M118N27,634,30
BL606144-M0,M122J54,634,30
BL405035-M0,M109J32,637,30
BL325064-M0,M116F62,637,30
BL703032-M0,M119P18,639,30
BL210083-M0,M122S40,640,29.67
BL210132-M1,M105X18,640,29.67
BL509024-M0,M106W91,642,29.67
BL409002-M0,M103U27,642,29.67
BL509082-M1,M104V33,644,29.67
BL301195-M0,M115Y18,644,29.67
BL101008-M0,M102F31,644,29.67
BL413087-M1,M116Y21,644,29.67
BL606152-M1,M101B96,644,29.67
BL325097-M0,M121M42,644,29.67
BL413125-M1,M119H59,650,29.67
BL309044-M0,M121M66,650,29.67
BL213005-M0,M110T77,650,29.67
BL809020-M0,M111C55,650,29.67
BL211233-M0,M118A68,650,29.67
BL212194-M1,M122C96,650,29.67
BL210100-M1,M103M22,656,29.67
BL318036-M1,M123B36,656,29.67
BL212112-M1,M117H83,656,29.67
BL411103-M0,M107N58,659,29.67
BL301113-M0,M109T60,659,29.67
BL606126-M0,M116Q36,659,29.67
BL211180-M1,M122S90,662,29.33
BL403117-M0,M108C84,662,29.33
BL311176-M1,M112M31,664,29.33
BL104017-M0,M112X15,664,29.33
BL402004-M0,M114T62,664,29.33
BL801037-M0,M122H11,667,29.33
BL303254-M0,M103U76,667,29.33
BL211157-M1,M121A77,667,29.33
BL319121-M0,M107D62,667,29.33
BL321056-M0,M122Q63,667,29.33
BL404025-M1,M114A19,667,29.33
BL515043-M1,M116G60,667,29.33
BL326100-M1,M104B76,674,29.33
BL309075-M1,M106K33,674,29.33
BL210008-M0,M103Y47,674,29.33
BL104005-M0,M103K39,674,29.33
BL103028-M0,M110E61,674,29.33
BL103160-M1,M117K56,674,29.33
BL616120-M1,M121H84,674,29.33
BL510034-M0,M114U79,674,29.33
BL805019-M0,M121Z81,674,29.33
BL301305-M0,M123A74,683,29.33
BL603390-M1,M112G17,683,29.33
BL320184-M0,M117W74,683,29.33
BL323236-M1,M110A62,686,29.33
BL204041-M0,M114T65,686,29.33
BL508023-M0,M122F22,686,29.33
BL103164-M1,M117T66,686,29.33
BL616022-M0,M117C66,686,29.33
BL701210-M1,M103Z57,691,29.33
BL302210-M1,M112C32,691,29.33
BL114008-M0,M108Y88,691,29.33
BL206010-M0,M104T21,694,29
BL610331-M1,M103J21,695,29
BL323358-M1,M113B64,696,29
BL508110-M1,M103P54,696,29
BL409009-M0,M113T32,696,29
BL610079-M0,M107D99,696,29
BL610081-M0,M107M19,696,29
BL325033-M0,M111M75,696,29
BL807048-M1,M122X32,702,29
BL513073-M1,M109Y47,702,29
BL610012-M1,M120Q85,702,29
BL303157-M1,M120E99,705,29
BL210005-M0,M102D83,705,29
BL601003-M0,M101N37,705,29
BL806147-M1,M111A14,705,29
BL319059-M0,M103Y24,705,29
BL101112-M1,M102A28,710,29
BL413150-M1,M122E72,710,29
BL307126-M1,M121E24,710,29
BL318003-M0,M108X66,713,29
BL610097-M0,M109M49,714,28.67
BL204076-M0,M121H88,715,28.67
BL324315-M1,M122Z84,716,28.67
BL411029-M0,M118V65,716,28.67
BL303257-M0,M104A77,716,28.67
BL211028-M1,M111K64,716,28.67
BL205137-M0,M109B19,716,28.67
BL321008-M0,M119Q15,716,28.67
BL301043-M0,M103H21,722,28.67
BL608064-M1,M107H72,722,28.67
BL606037-M0,M105F72,722,28.67
BL610056-M0,M103P84,722,28.67
BL319094-M0,M105Q44,722,28.67
BL507007-M0,M107F23,727,28.67
BL411110-M0,M115V18,727,28.67
BL307120-M1,M120D36,727,28.67
BL606151-M1,M101B87,727,28.67
BL204072-M0,M120E33,731,28.67
BL403179-M1,M104W66,732,28.67
BL103165-M1,M117U63,733,28.67
BL112040-M1,M116B50,734,28.33
BL601061-M0,M111H59,734,28.33
BL411016-M0,M109E77,736,28.33
BL307009-M0,M105R31,736,28.33
BL610053-M0,M102X43,736,28.33
BL405025-M0,M106Q60,739,28.33
BL606018-M0,M103B65,739,28.33
BL319117-M0,M106S70,739,28.33
BL605160-M1,M102M80,739,28.33
BL324214-M1,M120A77,743,28.33
BL411097-M0,M104H31,743,28.33
BL301338-M1,M102B46,743,28.33
BL616072-M1,M111G96,743,28.33
BL114046-M1,M109W38,743,28.33
BL501064-M1,M112N25,748,28.33
BL324351-M0,M103C65,748,28.33
BL701171-M0,M105K42,748,28.33
BL304048-M0,M123A32,748,28.33
BL603299-M1,M108F46,748,28.33
BL319090-M0,M105P71,748,28.33
BL412006-M0,M107X30,754,28.33
BL411019-M0,M112H33,754,28.33
BL513120-M1,M115K32,754,28.33
BL203191-M0,M107J78,754,28.33
BL307138-M0,M121G56,754,28.33
BL319082-M0,M105G85,754,28.33
BL103054-M0,M119H22,760,28.33
BL513071-M1,M109X17,761,28
BL705121-M0,M104D73,761,28
BL607005-M1,M101Q55,761,28
BL204038-M0,M114B75,761,28
BL616152-M0,M117F25,761,28
BL319053-M0,M103Q17,761,28
BL324125-M1,M117J73,767,28
BL618059-M1,M115M57,767,28
BL210095-M1,M102W46,767,28
BL412066-M1,M116B91,770,28
BL204051-M0,M116V71,770,28
BL113019-M1,M104K76,770,28
BL702005-M0,M105N76,770,28
BL403006-M0,M122B17,770,28
BL321071-M0,M123A87,770,28
BL324313-M1,M122Z16,776,28
BL405006-M0,M102Q51,776,28
BL606013-M0,M102H30,776,28
BL320134-M0,M114B38,776,28
BL105115-M1,M109K39,776,28
BL410016-M0,M111T93,781,28
BL703214-M1,M116C67,781,28
BL606083-M0,M110D95,781,28
BL113068-M0,M110E85,784,28
BL510249-M0,M102V20,784,28
BL327090-M1,M108A29,784,28
BL308130-M0,M112C60,787,28
BL612108-M1,M109C92,788,27.67
BL112051-M1,M117K62,788,27.67
BL601023-M0,M105K19,790,27.67
BL211064-M1,M113X73,790,27.67
BL324012-M1,M114C80,792,27.67
BL301118-M0,M110T94,792,27.67
BL304028-M0,M120H90,792,27.67
BL312017-M0,M117F50,792,27.67
BL324287-M1,M122F66,796,27.67
BL604117-M1,M116M58,796,27.67
BL512042-M0,M109F37,796,27.67
BL801023-M0,M117G62,796,27.67
BL302041-M1,M107S78,796,27.67
BL510024-M0,M111A65,796,27.67
BL403121-M0,M113Z89,796,27.67
BL301370-M1,M103A13,803,27.67
BL204121-M1,M106F48,803,27.67
BL203190-M0,M106B75,803,27.67
BL508095-M0,M116Q57,803,27.67
BL307006-M0,M104A61,803,27.67
BL606090-M0,M111A97,803,27.67
BL320013-M0,M108A82,803,27.67
BL105013-M0,M122A41,803,27.67
BL701056-M1,M102K43,811,27.67
BL310044-M0,M122H56,811,27.67
BL301070-M0,M105U55,813,27.67
BL301110-M0,M109H13,813,27.67
BL101108-M1,M101X41,813,27.67
BL210161-M1,M107U89,816,27.67
BL703035-M0,M122X67,817,27.33
BL204001-M0,M101D28,818,27.33
BL407113-M0,M108S52,818,27.33
BL302277-M1,M114M64,820,27.33
BL312012-M0,M110T82,820,27.33
BL205121-M0,M101H73,820,27.33
BL703071-M1,M110F57,820,27.33
BL606069-M0,M108F89,820,27.33
BL328183-M1,M122A58,820,27.33
BL610054-M0,M103A58,820,27.33
BL805013-M0,M117Q11,820,27.33
BL301154-M0,M112F57,828,27.33
BL101083-M0,M121Y69,828,27.33
BL204066-M0,M119U33,828,27.33
BL405252-M0,M107Z61,828,27.33
BL307024-M0,M114V33,828,27.33
BL703162-M1,M120T48,828,27.33
BL606033-M0,M104Y93,828,27.33
BL801137-M0,M116M75,835,27.33
BL705152-M1,M111W53,835,27.33
BL303273-M0,M106Q83,835,27.33
BL203251-M1,M106K19,835,27.33
BL205138-M0,M109G51,835,27.33
BL510016-M0,M105Y86,835,27.33
BL320181-M0,M117T20,835,27.33
BL320113-M0,M112V65,835,27.33
BL324227-M1,M120P88,843,27.33
BL302006-M1,M106S12,843,27.33
BL403075-M1,M113K28,845,27.33
BL312004-M0,M108P99,846,27
BL301082-M0,M106N63,847,27
BL508035-M1,M106B54,848,27
BL322098-M1,M103X84,848,27
BL103043-M0,M113S40,848,27
BL114017-M1,M101N35,848,27
BL606122-M0,M115X13,848,27
BL301083-M0,M106N99,853,27
BL213002-M0,M101S69,853,27
BL409096-M1,M116Q86,853,27
BL601063-M0,M111P39,853,27
BL605061-M1,M111Q15,853,27
BL324345-M0,M102K50,858,27
BL701258-M1,M115P48,858,27
BL319123-M0,M107F93,858,27
BL319057-M0,M103V73,858,27
BL324259-M1,M121M60,862,27
BL321037-M0,M121H81,863,26.67
BL206002-M0,M101E44,864,26.67
BL206046-M0,M117K99,865,26.67
BL502050-M1,M109J89,865,26.67
BL512070-M0,M115N86,865,26.67
BL302283-M1,M114R32,865,26.67
BL323028-M1,M105Y76,865,26.67
BL320104-M0,M112J55,865,26.67
BL502125-M1,M120N87,871,26.67
BL301023-M0,M102K96,871,26.67
BL405024-M0,M106K34,871,26.67
BL308007-M0,M105P68,871,26.67
BL319091-M0,M105P90,871,26.67
BL412058-M1,M115K77,876,26.67
BL204007-M0,M102H21,876,26.67
BL405254-M0,M113F13,876,26.67
BL606016-M0,M102V18,876,26.67
BL320164-M0,M116P68,876,26.67
BL412107-M0,M114B39,881,26.67
BL705087-M1,M114J74,881,26.67
BL301214-M0,M117A18,881,26.67
BL303246-M0,M103B35,881,26.67
BL804016-M0,M122Y51,881,26.67
BL103108-M1,M110U73,881,26.67
BL319001-M1,M113Z30,881,26.67
BL101052-M0,M113B89,888,26.67
BL107123-M1,M116V22,888,26.67
BL513213-M0,M105T78,890,26.67
BL201095-M1,M120K56,890,26.67
BL210070-M0,M120Q15,890,26.67
BL320100-M0,M112B16,890,26.67
BL101015-M0,M103N98,894,26.33
BL204111-M1,M104Y56,894,26.33
BL319056-M0,M103U14,894,26.33
BL301107-M0,M108Z82,897,26.33
BL606031-M0,M104S55,897,26.33
BL610064-M0,M104X40,897,26.33
BL502012-M0,M108C72,900,26.33
BL411094-M1,M122U15,900,26.33
BL405355-M1,M106Y79,900,26.33
BL610101-M0,M110D86,900,26.33
BL320186-M0,M117Y79,900,26.33
BL608092-M1,M108C35,905,26.33
BL201082-M1,M117C51,905,26.33
BL312077-M1,M105B52,905,26.33
BL205149-M0,M117E70,905,26.33
BL606059-M0,M107H22,905,26.33
BL305202-M1,M112A43,910,26.33
BL204134-M1,M109H59,910,26.33
BL616001-M0,M101P15,910,26.33
BL513226-M0,M115V97,913,26.33
BL301248-M0,M119B89,913,26.33
BL303247-M0,M103D92,913,26.33
BL309023-M0,M112D33,913,26.33
BL324164-M1,M118T53,917,26
BL610015-M1,M121A60,917,26
BL509026-M0,M108E30,919,26
BL513244-M0,M121N46,919,26
BL302273-M1,M114F26,919,26
BL204052-M0,M116Y24,919,26
BL405274-M1,M101P70,919,26
BL210039-M0,M113M56,919,26
BL204075-M0,M121H14,925,26
BL320145-M0,M115A82,925,26
BL112048-M1,M117K11,927,26
BL203009-M0,M102Z22,927,26
BL209012-M0,M120E34,927,26
BL703061-M1,M108W40,927,26
BL703004-M0,M103A45,927,26
BL610096-M0,M109M43,927,26
BL808097-M1,M112B58,933,26
BL304025-M0,M119V36,933,26
BL203197-M0,M110V40,933,26
BL610129-M0,M117F57,933,26
BL320153-M0,M115S55,933,26
BL511191-M1,M115S12,938,26
BL303142-M1,M119S47,938,26
BL603116-M0,M105Q95,938,26
BL409001-M0,M102V27,938,26
BL103149-M1,M115Y45,938,26
BL703192-M1,M107Z46,938,26
BL320161-M0,M116M29,938,26
BL201113-M0,M110C26,945,26
BL603106-M0,M101M51,946,25.67
BL103067-M0,M122G30,946,25.67
BL616003-M0,M102R39,946,25.67
BL606078-M0,M109J19,946,25.67
BL404023-M1,M113U74,946,25.67
BL701172-M0,M105T52,951,25.67
BL303213-M1,M122K39,951,25.67
BL405010-M0,M104E68,951,25.67
BL405258-M0,M119K38,951,25.67
BL325044-M0,M112W90,951,25.67
BL605079-M1,M113X60,951,25.67
BL324043-M1,M114Y16,957,25.67
BL301049-M0,M103P46,957,25.67
BL303083-M1,M118D76,957,25.67
BL323235-M1,M110A55,957,25.67
BL309100-M1,M110E73,957,25.67
BL105009-M0,M120T89,957,25.67
BL609173-M1,M117E54,963,25.67
BL322008-M1,M102D79,963,25.67
BL512054-M0,M112H30,965,25.67
BL401034-M1,M113R95,965,25.67
BL205108-M1,M122G43,965,25.67
BL109051-M1,M104G85,965,25.67
BL201114-M0,M113B69,969,25.67
BL610045-M0,M101H74,969,25.67
BL320138-M0,M114D19,969,25.67
BL513138-M1,M116F80,972,25.33
BL204008-M0,M103H40,973,25.33
BL101171-M1,M107A97,974,25.33
BL204046-M0,M115X94,974,25.33
BL213045-M0,M116N62,974,25.33
BL601143-M1,M104P86,974,25.33
BL211115-M1,M118A84,974,25.33
BL324233-M1,M120V77,979,25.33
BL705058-M1,M107H71,979,25.33
BL114099-M1,M119C46,979,25.33
BL114007-M0,M105Q26,979,25.33
BL805021-M0,M122B16,979,25.33
BL207148-M1,M113N92,984,25.33
BL328166-M1,M121Q72,984,25.33
BL610080-M0,M107G55,984,25.33
BL320130-M0,M113W35,984,25.33
BL320151-M0,M115P58,984,25.33
BL301233-M0,M118G88,989,25.33
BL302290-M1,M114U82,989,25.33
BL309174-M1,M119A20,989,25.33
BL508048-M1,M110S21,989,25.33
BL601179-M1,M106Z26,989,25.33
BL319092-M0,M105Q13,989,25.33
BL501005-M0,M105U30,995,25.33
BL205145-M0,M116A38,995,25.33
BL319132-M0,M107R94,995,25.33
BL303274-M0,M106R18,998,25
BL114140-M1,M113N72,998,25
BL102006-M1,M109E75,998,25
BL321067-M0,M122Z48,998,25
BL801003-M0,M102Q33,1002,25
BL513249-M0,M122N38,1002,25
BL313091-M0,M119D99,1002,25
BL607102-M1,M103D88,1002,25
BL617143-M1,M120N72,1002,25
BL403032-M1,M106T58,1002,25
BL319137-M0,M107Z31,1002,25
BL303159-M1,M120G14,1009,25
BL304011-M0,M117A16,1009,25
BL405207-M1,M116F66,1009,25
BL204073-M0,M120H99,1009,25
BL410014-M0,M107M44,1009,25
BL324018-M1,M114F98,1014,25
BL513045-M1,M106W87,1014,25
BL313270-M1,M112K68,1014,25
BL301292-M0,M122H77,1014,25
BL702009-M0,M114H53,1014,25
BL616096-M1,M114M26,1014,25
BL319021-M0,M102E41,1014,25
BL612205-M1,M111A52,1021,25
BL109025-M0,M122U24,1021,25
BL324306-M1,M122U52,1023,25
BL203023-M0,M109K77,1023,25
BL103035-M0,M111M82,1023,25
BL701004-M0,M102Q31,1026,25
BL512067-M0,M114U52,1027,24.67
BL313024-M0,M107P34,1027,24.67
BL301164-M0,M112W56,1027,24.67
BL405244-M0,M101C25,1027,24.67
BL114069-M1,M113K15,1027,24.67
BL701016-M0,M110K69,1032,24.67
BL512058-M0,M113G88,1032,24.67
BL513219-M0,M108V53,1032,24.67
BL303158-M1,M120F90,1032,24.67
BL210155-M1,M107G72,1032,24.67
BL703010-M0,M104Z24,1032,24.67
BL805012-M0,M114P51,1032,24.67
BL412080-M1,M117K68,1039,24.67
BL801036-M0,M121Y94,1039,24.67
BL607076-M1,M102W19,1039,24.67
BL401108-M1,M119C48,1039,24.67
BL101076-M0,M119U36,1039,24.67
BL311060-M1,M121R88,1039,24.67
BL210120-M1,M105A62,1039,24.67
BL307008-M0,M105Q77,1039,24.67
BL103115-M1,M111J87,1039,24.67
BL702022-M1,M102Z79,1039,24.67
BL702054-M0,M101C47,1039,24.67
BL320098-M0,M112A60,1039,24.67
BL501004-M0,M103E11,1051,24.67
BL326107-M1,M104G41,1051,24.67
BL509050-M0,M121V46,1051,24.67
BL301290-M0,M122G56,1051,24.67
BL413114-M1,M118U91,1051,24.67
BL608096-M1,M108D24,1051,24.67
BL601052-M0,M110W10,1051,24.67
BL407012-M0,M115Q30,1051,24.67
BL319127-M0,M107H73,1051,24.67
BL303052-M1,M117H62,1060,24.67
BL204056-M0,M117R89,1060,24.67
BL606119-M0,M115B55,1060,24.67
BL101002-M0,M101M34,1063,24.67
BL411076-M1,M117W41,1064,24.67
BL809037-M0,M121Y17,1064,24.67
BL102091-M1,M118M53,1064,24.67
BL604044-M1,M113X78,1068,24.33
BL301188-M0,M115D11,1068,24.33
BL314144-M1,M106N21,1068,24.33
BL610062-M0,M104M61,1074,24.33
BL313052-M0,M114M65,1077,24.33
BL301283-M0,M121J13,1077,24.33
BL210004-M0,M102D58,1077,24.33
BL313039-M0,M111J82,1085,24.33
BL515125-M1,M121B31,1085,24.33
BL616016-M0,M110E52,1088,24.33
BL212075-M1,M113X94,1088,24.33
BL320032-M0,M108W85,1093,24
BL301013-M0,M101V14,1098,24
BL610025-M1,M121Q96,1098,24
BL309039-M0,M119W27,1102,24
BL603123-M0,M106K81,1102,24
BL325067-M0,M116J57,1102,24
BL404026-M1,M114A81,1105,24
BL705008-M0,M108N94,1109,24
BL114103-M1,M119K21,1109,24
BL313160-M1,M106E45,1111,24
BL405249-M0,M105A91,1111,24
BL512014-M0,M102Q94,1121,23.67
BL407005-M0,M107U80,1121,23.67
BL410182-M1,M115U30,1127,23.67
BL308136-M1,M101T28,1132,23.67
BL803039-M1,M102P85,1132,23.67
BL311156-M1,M110H18,1132,23.67
BL603136-M0,M110F74,1132,23.67
BL301157-M0,M112M45,1142,23.67
BL413019-M1,M111R80,1152,23.33
BL312010-M0,M110T48,1157,23.33
BL303266-M0,M105Q96,1162,23.33
BL106027-M0,M115G81,1162,23.33
BL210160-M1,M107U70,1162,23.33
BL114028-M1,M105Q25,1162,23.33
BL114066-M1,M113J19,1162,23.33
BL318010-M0,M116T57,1162,23.33
BL105003-M0,M104Q25,1162,23.33
BL201021-M0,M117U60,1175,23.33
BL110038-M1,M110S74,1182,23.33
BL617145-M1,M121G99,1185,23.33
BL319122-M0,M107E69,1185,23.33
BL508010-M0,M109U88,1188,23
BL616071-M1,M110X13,1188,23
BL206019-M0,M107S28,1191,23
BL210103-M1,M103R35,1191,23
BL203203-M0,M114R61,1196,23
BL210152-M1,M107E75,1196,23
BL319100-M0,M106D29,1196,23
BL101133-M1,M103Z51,1201,23
BL303174-M1,M120W25,1201,23
BL313447-M1,M118H16,1206,23
BL515042-M1,M116G59,1206,23
BL306045-M1,M117N58,1216,22.67
BL513115-M1,M114R17,1218,22.67
BL301189-M0,M115J66,1218,22.67
BL319071-M0,M104V35,1222,22.67
BL512077-M0,M116J84,1230,22.67
BL102164-M1,M101K29,1230,22.67
BL101013-M0,M103E36,1235,22.67
BL103005-M0,M102E42,1241,22.33
BL319073-M0,M104Y80,1242,22.33
BL616043-M1,M104H63,1243,22.33
BL606043-M0,M106A24,1243,22.33
BL324332-M0,M101S92,1249,22.33
BL513028-M1,M105B10,1249,22.33
BL304038-M0,M121T57,1249,22.33
BL110145-M1,M115P34,1249,22.33
BL513082-M1,M110P71,1256,22.33
BL405004-M0,M101Y83,1256,22.33
BL324272-M1,M121W45,1268,22.33
BL203045-M0,M120E40,1268,22.33
BL606002-M0,M101D24,1268,22.33
BL604006-M1,M115A65,1280,22
BL301132-M0,M111H82,1280,22
BL212012-M1,M109B56,1303,22
BL105011-M0,M121J91,1334,21.67
BL105001-M0,M101C70,1356,21.33
BL617149-M1,M122F80,1376,21.33
BL101090-M0,M122P44,1384,21
BL304014-M0,M118N10,1384,21
BL204088-M0,M123B55,1391,21
BL325056-M0,M115E92,1391,21
BL609082-M1,M113M49,1408,21
BL807054-M0,M104X44,1413,21
BL513250-M0,M122N93,1413,21
BL319087-M0,M105N30,1438,20.67
BL604219-M1,M122E50,1447,20.67
BL324335-M0,M101W53,1462,20.33
BL309005-M0,M104N23,1462,20.33
BL602027-M1,M110Z92,1472,20.33
BL207080-M0,M109S37,1510,20
BL803118-M1,M115S44,1510,20
BL102136-M1,M122D57,1510,20
BL601202-M1,M108M58,1522,19.67
BL319130-M0,M107J89,1522,19.67
BL413132-M1,M120A21,1528,19.67
BL320160-M0,M116K68,1528,19.67
BL802010-M0,M106C10,1535,19.67
BL103027-M0,M110D30,1538,19.67
BL405054-M0,M116Z19,1548,19.67
BL513220-M0,M110W50,1559,19.33
BL502014-M0,M110V32,1566,19.33
BL304066-M0,M107P10,1566,19.33
BL406047-M1,M110Z42,1595,19
BL805058-M0,M105T27,1598,19
BL204071-M0,M120D54,1623,19
BL209101-M0,M122F38,1626,18.67
BL702031-M1,M108E13,1661,18.67
BL304004-M0,M115V56,1694,18.33
BL501109-M0,M102W39,1705,18.33
BL204114-M1,M105J98,1705,18.33
BL704006-M0,M122T12,1705,18.33
BL703030-M0,M115H99,1705,18.33
BL203195-M0,M109Q59,1720,18.33
BL513239-M0,M120R44,1724,18
BL306002-M1,M115Z59,1730,18
BL101141-M1,M104M88,1733,18
BL610117-M0,M114U47,1733,18
BL606008-M0,M101Q79,1739,18
BL801125-M0,M106W22,1751,18
BL610052-M0,M102W76,1796,17.67
BL510060-M1,M102Y44,1805,17.33
BL301191-M0,M115P26,1828,17.33
BL210058-M0,M117M75,1828,17.33
BL612134-M1,M109P83,1836,17.33
BL211137-M1,M119U63,1843,17.33
BL313414-M1,M117J80,1854,17
BL203370-M1,M120Z72,1854,17
BL409011-M0,M117T67,1870,17
BL319136-M0,M107Y47,1877,17
BL508011-M0,M111N61,1886,16.67
BL616013-M0,M107Y50,1906,16.67
BL320182-M0,M117T52,1911,16.67
BL412112-M0,M117P21,1919,16.67
BL207026-M1,M118R19,1919,16.67
BL610100-M0,M110D78,1928,16.33
BL607093-M1,M103B49,1935,16.33
BL207029-M1,M119E74,1941,16.33
BL317025-M0,M115D88,1941,16.33
BL321106-M1,M101Z10,1956,16.33
BL508039-M1,M107S49,1980,16
BL701181-M0,M121K56,1989,16
BL610063-M0,M104T78,1998,16
BL707026-M1,M110D65,2008,16
BL324238-M1,M120Y86,2028,15.67
BL207070-M0,M101P14,2066,15.33
BL103049-M0,M116Z87,2066,15.33
BL312016-M0,M116X62,2073,15.33
BL513084-M1,M110T45,2101,15
BL701021-M0,M115V27,2105,15
BL301180-M0,M114E41,2105,15
BL403080-M1,M113Y38,2105,15
BL501018-M0,M122V49,2114,15
BL303242-M0,M102U89,2114,15
BL201118-M0,M108H79,2114,15
BL510251-M0,M103E14,2123,15
BL606080-M0,M109R85,2140,14.67
BL410042-M1,M103P78,2141,14.67
BL606075-M0,M109A71,2141,14.67
BL306060-M1,M118C84,2141,14.67
BL502035-M1,M103W73,2155,14.67
BL610140-M0,M121F44,2155,14.67
BL324143-M1,M118E88,2178,14.67
BL323372-M1,M113N30,2178,14.67
BL603040-M1,M119F92,2178,14.67
BL301130-M0,M111F42,2191,14.33
BL616147-M0,M113T82,2199,14.33
BL614060-M1,M120B45,2199,14.33
BL515137-M1,M121S26,2203,14.33
BL317048-M1,M115D92,2208,14.33
BL210066-M0,M119H81,2218,14.33
BL513216-M0,M106M55,2232,14
BL411159-M1,M105Z18,2254,14
BL207052-M1,M121D20,2254,14
BL601097-M0,M117R27,2264,13.67
BL410009-M0,M101N29,2268,13.67
BL406025-M1,M109Q83,2291,13.67
BL405107-M1,M105G60,2302,13.67
BL204027-M0,M111F74,2302,13.67
BL405232-M1,M121X66,2314,13.33
BL602121-M1,M114X50,2314,13.33
BL512013-M0,M102H37,2320,13.33
BL205313-M1,M119C26,2320,13.33
BL203341-M1,M117D31,2337,13.33
BL603129-M0,M106X15,2337,13.33
BL103050-M0,M117P79,2337,13.33
BL405091-M1,M103T75,2346,13.33
BL207094-M0,M120V71,2357,13.33
BL323238-M1,M110B60,2363,13
BL206062-M0,M121V50,2367,13
BL207191-M1,M121K76,2367,13
BL206011-M0,M105E59,2371,13
BL105027-M1,M104E16,2371,13
BL301198-M0,M116C98,2376,13
BL208013-M0,M119B33,2394,13
BL610135-M0,M120D32,2403,12.67
BL809171-M0,M121B70,2405,12.67
BL405141-M1,M108K71,2413,12.67
BL304012-M0,M117C15,2422,12.67
BL102101-M1,M119F62,2422,12.67
BL603147-M0,M112J46,2428,12.67
BL403071-M1,M112M40,2436,12.67
BL601013-M0,M103F54,2443,12.67
BL405157-M1,M109V44,2456,12.33
BL509011-M0,M103K25,2458,12.33
BL510038-M0,M116N17,2458,12.33
BL301318-M1,M101K67,2471,12.33
BL609015-M1,M111N36,2471,12.33
BL508083-M1,M121X40,2471,12.33
BL203313-M1,M113P15,2483,12.33
BL207125-M1,M108E15,2491,12.33
BL208053-M1,M121K38,2499,12.33
BT618094-M2,M122V96,1,56.33
BT301025-M0,M102Q70,2,55.67
BT507085-M2,M110J83,3,47
BT302232-M2,M114Z20,4,44.67
BT105022-M2,M105P30,5,44.33
BT205284-M2,M111M91,6,43.67
BT513161-M0,M102N12,7,43.33
BT303119-M0,M102T81,8,42.67
BT606105-M0,M112U75,9,42
BT325035-M0,M111U88,10,41.67
BT513032-M2,M107D67,11,41.67
BT610043-M0,M107R85,12,41
BT304026-M0,M119V91,13,40
BT325226-M2,M122G67,13,40
BT610028-M0,M105N46,15,40
BT610018-M0,M103Z22,15,40
BT320078-M0,M111A64,17,40
BT203019-M0,M107E86,18,39.67
BT410007-M0,M103W20,18,39.67
BT610075-M0,M114J24,18,39.67
BT325072-M0,M117A45,21,39.67
BT205269-M2,M109C11,22,39.33
BT325087-M0,M119C93,23,39.33
BT210026-M0,M111M37,24,39
BT610072-M0,M114A35,25,38.67
BT801015-M0,M112S49,26,38.67
BT307104-M0,M102Y56,26,38.67
BT606053-M0,M106R35,26,38.67
BT606057-M0,M107E62,29,38.33
BT610029-M0,M105Q59,30,38
BT301014-M0,M101V76,31,38
BT307006-M0,M105P12,31,38
BT301045-M0,M103M60,33,38
BT304024-M0,M119M47,33,38
BT301064-M0,M105M56,35,37.67
BT313038-M0,M111K56,36,37.67
BT301145-M0,M111Y48,37,37.33
BT606087-M0,M110Y28,38,37.33
BT606094-M0,M111P38,39,37.33
BT801136-M0,M102U62,40,37
